origin               destination        
Admiralty            Admiralty                344.5
                     Tai Seng                 885.0
                     Tampines NSEW            915.0
                     Bugis NSEW               939.0
                     Expo NSEW               1041.0
                     Nicoll Highway          1076.5
                     Pasir Ris               1083.5
                     Stadium                 1090.0
                     City Hall               1090.0
                     Bartley                 1125.0
                     Rochor                  1157.5
                     Promenade               1170.5
                     Raffles Place           1198.0
                     Serangoon CCL           1245.0
                     Lorong Chuan            1250.0
                     Marina Bay              1269.0
                     Esplanade               1270.0
                     Dhoby Ghaut NSEW        1282.0
                     Tanjong Pagar           1295.0
                     Somerset                1315.5
                     Changi Airport          1348.0
                     Outram Park NSEW        1371.0
                     Dhoby Ghaut NEL         1427.0
                     Bayfront CCL            1458.0
                     Kovan                   1490.0
                     Newton DTL              1506.5
                     Orchard                 1508.0
                     Bugis DTL               1532.0
                     Bras Basah              1537.0
                     Stevens                 1558.0
                     Downtown                1559.5
                     Bishan CCL              1560.0
                     Newton NSEW             1567.0
                     Tiong Bahru             1591.0
                     Bishan NSEW             1598.5
                     Outram Park NEL         1652.0
                     Novena                  1675.5
                     Telok Ayer              1709.5
                     Redhill                 1738.5
                     Queenstown              1766.0
                     Chinatown DTL           1784.0
                     Clarke Quay             1798.0
                     Toa Payoh               1808.0
                     Caldecott               1868.0
                     HarbourFront NEL        1884.5
                     Marymount               1899.0
                     Ang Mo Kio              1902.0
                     Boon Keng               1907.0
                     Chinatown NEL           1914.0
                     Yio Chu Kang            1927.5
                     HarbourFront CCL        2009.5
                     Commonwealth            2012.5
                     Farrer Park             2056.0
                     Buona Vista NSEW        2061.0
                     Botanic Gardens CCL     2070.0
                     Little India NEL        2138.0
                     Braddell                2169.5
                     Dover                   2201.0
                     Buona Vista CCL         2203.0
                     King Albert Park        2213.0
                     Labrador Park           2214.0
                     Punggol                 2237.0
                     Farrer Road             2253.5
                     Holland Village         2325.5
                     Clementi                2379.0
                     Fernvale                2514.0
                     Hillview                2534.0
                     one-north               2556.0
                     Chinese Garden          2681.0
                     Jurong East             2701.0
                     Kent Ridge              2709.5
                     Bukit Panjang DTL       2735.0
                     Khatib                  2772.0
                     Yishun                  2837.0
                     Beauty World            2881.0
                     Bukit Gombak            3079.0
                     Haw Par Villa           3185.0
                     Boon Lay                3223.0
                     Woodlands               3256.0
                     Pioneer                 3308.5
                     Joo Koon                3454.0
                     Sengkang                3457.0
                     Choa Chu Kang           3549.5
                     Kranji                  3685.5
                     Admiralty               3694.0
                     Marsiling               3716.0
                     Kembangan               8780.0
Kent Ridge           one-north                257.5
                     Haw Par Villa            338.5
                     Buona Vista CCL          410.0
                     Pasir Panjang            479.5
                     Holland Village          514.0
                     Labrador Park            596.5
                     Commonwealth             662.0
                     Buona Vista NSEW         677.0
                     Telok Blangah            739.5
                     Farrer Road              748.0
                     Dover                    757.0
                     Botanic Gardens CCL      820.0
                     Queenstown               885.0
                     HarbourFront CCL         906.5
                     Clementi                 979.0
                     Caldecott               1110.0
                     Redhill                 1141.5
                     Stevens                 1168.0
                     Outram Park NEL         1252.5
                     Jurong East             1263.0
                     Marymount               1304.5
                     Tiong Bahru             1319.0
                     Beauty World            1376.0
                     Bishan CCL              1447.0
                     Newton DTL              1452.5
                     Chinatown DTL           1488.0
                     Chinatown NEL           1501.0
                     Lakeside                1506.0
                     Outram Park NSEW        1541.0
                     Bukit Batok             1556.0
                     Tanjong Pagar           1574.0
                     Bukit Gombak            1587.0
                     Raffles Place           1593.0
                     Bishan NSEW             1603.0
                     Clarke Quay             1641.0
                     Little India DTL        1697.0
                     Dhoby Ghaut NSEW        1698.0
                     Serangoon CCL           1700.0
                     Downtown                1701.0
                     Boon Lay                1708.0
                     Dhoby Ghaut NEL         1720.0
                     Bugis DTL               1726.0
                     Telok Ayer              1764.5
                     City Hall               1773.0
                     Ang Mo Kio              1822.0
                     Little India NEL        1824.0
                     Promenade               1841.0
                     Serangoon NEL           1854.0
                     Pioneer                 1860.0
                     Bartley                 1903.0
                     Toa Payoh               1908.0
                     Yio Chu Kang            1972.0
                     Novena                  1977.5
                     Choa Chu Kang           1980.5
                     Farrer Park             1985.5
                     Tai Seng                1992.0
                     Bukit Panjang DTL       2026.5
                     Bras Basah              2050.5
                     Bayfront CCL            2057.5
                     Joo Koon                2083.5
                     Esplanade               2097.0
                     MacPherson CCL          2143.0
                     Kovan                   2149.0
                     Kent Ridge              2155.0
                     Lavender                2191.0
                     Yew Tee                 2212.0
                     South View              2377.0
                     Orchard                 2413.0
                     Marsiling               2426.5
                     Kranji                  2453.0
                     Buangkok                2479.0
                     Yishun                  2486.0
                     Potong Pasir            2526.5
                     Sembawang               2580.0
                     Woodlands               2614.0
                     Bugis NSEW              2643.0
                     Somerset                2682.0
                     Eunos                   2697.5
                     Hougang                 2776.0
                     Admiralty               3030.0
                     Bedok                   3076.5
                     Oasis                   3140.0
                     Kadaloor                3315.0
                     Khatib                  3324.0
                     Simei                   3329.0
                     Jelapang                3507.0
                     Changi Airport          3596.0
                     Tampines NSEW           3617.0
                     Pasir Ris               3730.0
                     HarbourFront NEL       11802.0
Khatib               Khatib                   278.0
                     Yishun                   317.0
                     Yio Chu Kang             519.5
                     Sembawang                591.0
                     Ang Mo Kio               688.0
                     Admiralty                732.5
                     Woodlands                895.0
                     Bishan CCL               915.0
                     Bishan NSEW              984.5
                     Braddell                1065.5
                     Marsiling               1067.0
                     Toa Payoh               1219.0
                     Kranji                  1292.0
                     Marymount               1301.0
                     Serangoon CCL           1321.0
                     Novena                  1362.0
                     Lorong Chuan            1389.5
                     Caldecott               1411.0
                     Bartley                 1426.5
                     Newton NSEW             1468.0
                     Serangoon NEL           1471.0
                     Orchard                 1595.0
                     Tai Seng                1628.0
                     Botanic Gardens CCL     1644.5
                     Yew Tee                 1647.0
                     Somerset                1729.5
                     Choa Chu Kang           1775.0
                     Hougang                 1779.0
                     Dhoby Ghaut NSEW        1796.5
                     Farrer Road             1836.0
                     MacPherson CCL          1846.0
                     Potong Pasir            1846.0
                     Kovan                   1875.5
                     South View              1891.0
                     Dhoby Ghaut NEL         1921.0
                     Bukit Gombak            1936.5
                     Woodleigh               1954.0
                     City Hall               1970.5
                     Paya Lebar CCL          1971.0
                     Holland Village         1994.0
                     Sixth Avenue            2011.0
                     Buona Vista CCL         2048.5
                     Paya Lebar NSEW         2052.5
                     Dakota                  2100.0
                     Raffles Place           2109.0
                     Bugis NSEW              2153.5
                     Bukit Batok             2169.5
                     Little India NEL        2187.0
                     Bras Basah              2229.0
                     Tan Kah Kee             2233.0
                     Marina Bay              2254.0
                     King Albert Park        2259.0
                     Teck Whye               2264.0
                     Esplanade               2265.5
                     Commonwealth            2267.0
                     Eunos                   2272.5
                     Lavender                2278.0
                     Jurong East             2279.0
                     Clarke Quay             2304.0
                     one-north               2310.5
                     Tanjong Pagar           2328.0
                     Farrer Park             2336.0
                     Stadium                 2344.0
                     Kent Ridge              2348.0
                     Outram Park NEL         2359.0
                     Promenade               2366.0
                     Kallang                 2392.5
                     Chinatown NEL           2395.0
                     Beauty World            2401.0
                     Outram Park NSEW        2401.0
                     Boon Keng               2430.0
                     Mountbatten             2452.0
                     Bedok                   2457.0
                     Hillview                2461.0
                     Punggol                 2482.0
                     Haw Par Villa           2488.0
                     Aljunied                2497.5
                     Kembangan               2511.0
                     Phoenix                 2511.5
                     Lakeside                2604.0
                     Tiong Bahru             2623.0
                     HarbourFront NEL        2635.5
                     Nicoll Highway          2677.0
                     Bukit Panjang BPLRT     2682.0
                     Bayfront CCL            2761.0
                     Labrador Park           2794.5
                     HarbourFront CCL        2804.0
                     Bayfront DTL            2809.0
                     Sengkang                2813.0
                     Redhill                 2819.0
                     Pasir Panjang           2826.0
                     Telok Blangah           2837.0
                     Clementi                2869.0
                     Downtown                2881.0
                     Segar                   2895.5
                     Dover                   2898.0
                     Fajar                   2905.0
                     Boon Lay                2986.5
                     Chinese Garden          3093.0
                     Tampines NSEW           3104.0
                     Expo NSEW               3113.5
                     Queenstown              3153.0
                     Pioneer                 3208.0
                     Joo Koon                3661.0
                     Changi Airport          4192.0
King Albert Park     Sixth Avenue             183.0
                     Beauty World             261.0
                     Tan Kah Kee              342.0
                     Hillview                 517.5
                     Stevens                  553.0
                     Botanic Gardens CCL      643.5
                     Bukit Panjang DTL        756.0
                     Newton DTL               823.0
                     Little India DTL         965.5
                     Caldecott                998.0
                     Rochor                  1011.0
                     Farrer Road             1060.0
                     Holland Village         1095.0
                     Little India NEL        1098.0
                     Bugis DTL               1156.0
                     Marymount               1211.0
                     Buona Vista CCL         1220.0
                     one-north               1255.0
                     Dhoby Ghaut NEL         1278.0
                     Promenade               1340.5
                     Farrer Park             1342.5
                     Bayfront CCL            1354.0
                     Bayfront DTL            1369.5
                     Bugis NSEW              1370.0
                     Bishan CCL              1375.0
                     Kent Ridge              1393.0
                     King Albert Park        1395.0
                     Clarke Quay             1434.0
                     Nicoll Highway          1457.0
                     Downtown                1494.0
                     Lorong Chuan            1499.0
                     Lavender                1520.0
                     City Hall               1563.0
                     Stadium                 1565.0
                     Telok Ayer              1575.0
                     Esplanade               1669.0
                     Chinatown NEL           1681.0
                     Raffles Place           1697.0
                     Outram Park NEL         1698.0
                     Serangoon CCL           1708.0
                     Chinatown DTL           1735.0
                     Labrador Park           1792.0
                     Tanjong Pagar           1814.0
                     Queenstown              1823.0
                     Bras Basah              1847.5
                     Dhoby Ghaut NSEW        1890.5
                     Aljunied                1896.0
                     Redhill                 1954.0
                     MacPherson CCL          2044.0
                     Paya Lebar NSEW         2096.0
                     Eunos                   2157.0
                     Bedok                   2158.0
                     Paya Lebar CCL          2200.0
                     Lakeside                2247.0
                     HarbourFront NEL        2364.0
                     HarbourFront CCL        2416.5
                     Tiong Bahru             2626.0
                     Hougang                 2719.5
                     Simei                   2730.0
                     Expo NSEW               2816.5
Kovan                Hougang                  270.0
                     Serangoon NEL            367.0
                     Serangoon CCL            397.0
                     Woodleigh                439.0
                     Buangkok                 454.5
                     Sengkang                 558.5
                     Potong Pasir             570.0
                     Kovan                    597.5
                     Boon Keng                715.0
                     Lorong Chuan             729.0
                     Punggol                  781.0
                     Tai Seng                 812.5
                     Ranggung                 848.0
                     Farrer Park              884.0
                     Compassvale              903.5
                     Bishan CCL               916.5
                     Rumbia                  1002.5
                     Little India NEL        1006.0
                     Damai                   1012.0
                     Little India DTL        1017.0
                     Marymount               1028.0
                     MacPherson CCL          1051.0
                     Kangkar                 1077.0
                     Renjong                 1114.0
                     Tongkang                1115.0
                     Farmway                 1118.5
                     Paya Lebar CCL          1139.0
                     Coral Edge              1152.0
                     Dhoby Ghaut NEL         1156.0
                     Kupang                  1159.0
                     Kadaloor                1162.0
                     Cove                    1168.0
                     Paya Lebar NSEW         1203.5
                     Dakota                  1204.0
                     Dhoby Ghaut NSEW        1210.5
                     Clarke Quay             1233.0
                     Rochor                  1281.0
                     Meridian                1290.0
                     Fernvale                1318.0
                     Newton DTL              1322.0
                     Chinatown NEL           1341.0
                     Caldecott               1383.0
                     Toa Payoh               1434.0
                     Ang Mo Kio              1439.0
                     Outram Park NEL         1440.0
                     Braddell                1455.5
                     Stevens                 1460.0
                     Esplanade               1464.0
                     City Hall               1465.0
                     Somerset                1487.0
                     Bugis DTL               1488.0
                     Chinatown DTL           1503.0
                     Botanic Gardens CCL     1512.5
                     Yio Chu Kang            1515.5
                     Bras Basah              1552.0
                     Novena                  1557.0
                     Oasis                   1596.0
                     Nicoll Highway          1621.0
                     Orchard                 1632.5
                     Bayfront DTL            1636.0
                     Promenade               1637.5
                     Bugis NSEW              1649.0
                     Farrer Road             1654.5
                     Telok Ayer              1656.0
                     Holland Village         1662.0
                     Raffles Place           1674.0
                     Aljunied                1679.0
                     Downtown                1691.0
                     Kembangan               1694.0
                     HarbourFront NEL        1701.5
                     HarbourFront CCL        1710.0
                     Stadium                 1730.5
                     Botanic Gardens DTL     1731.0
                     Newton NSEW             1734.0
                     Lavender                1754.0
                     Tiong Bahru             1833.0
                     Outram Park NSEW        1845.0
                     Sumang                  1845.5
                     Sixth Avenue            1852.5
                     Buona Vista CCL         1872.0
                     King Albert Park        1891.5
                     Bayfront CCL            1912.0
                     Tanjong Pagar           1917.0
                     Bedok                   1933.0
                     Tanah Merah             1957.0
                     Yishun                  1975.0
                     one-north               2012.0
                     Telok Blangah           2044.0
                     Simei                   2054.0
                     Marina South Pier       2071.0
                     Labrador Park           2104.5
                     Kent Ridge              2148.5
                     Queenstown              2155.0
                     Redhill                 2165.5
                     Beauty World            2175.0
                     Haw Par Villa           2293.5
                     Sembawang               2328.0
                     Dover                   2335.0
                     Buona Vista NSEW        2435.0
                     Clementi                2439.5
                     Admiralty               2496.0
                     Expo NSEW               2498.5
                     Tampines NSEW           2550.5
                     Woodlands               2563.0
                     Commonwealth            2582.0
                     Pasir Ris               2713.5
                     Jurong East             2839.0
                     Kranji                  2862.0
                     Choa Chu Kang           3274.0
                     Pioneer                 3306.0
                     Boon Lay                3315.0
                     Changi Airport          3383.0
                     Bukit Batok             3599.0
                     Joo Koon                3746.0
Kranji               Marsiling                329.0
                     Woodlands                487.0
                     Yew Tee                  499.0
                     Choa Chu Kang            663.0
                     Admiralty                669.0
                     South View               817.0
                     Sembawang                872.0
                     Bukit Gombak             918.0
                     Yishun                  1052.0
                     Bukit Batok             1092.0
                     Khatib                  1218.0
                     Teck Whye               1222.0
                     Jurong East             1298.0
                     Bukit Panjang BPLRT     1413.5
                     Lakeside                1541.5
                     Yio Chu Kang            1599.0
                     Clementi                1652.0
                     Chinese Garden          1777.0
                     Ang Mo Kio              1786.0
                     Fajar                   1850.0
                     Bishan CCL              1917.0
                     Boon Lay                1942.0
                     Buona Vista NSEW        1997.0
                     Kranji                  2001.5
                     Bishan NSEW             2006.0
                     Braddell                2014.0
                     Pioneer                 2042.0
                     Dover                   2080.5
                     Commonwealth            2124.0
                     Toa Payoh               2182.0
                     Buona Vista CCL         2190.0
                     Joo Koon                2227.5
                     Queenstown              2302.0
                     Serangoon CCL           2328.5
                     Novena                  2381.0
                     Serangoon NEL           2384.0
                     Redhill                 2385.5
                     Tiong Bahru             2420.0
                     one-north               2445.5
                     Holland Village         2449.5
                     Lorong Chuan            2491.0
                     Caldecott               2518.0
                     Newton NSEW             2626.0
                     Kent Ridge              2654.0
                     Farrer Road             2673.0
                     Tai Seng                2689.0
                     Somerset                2689.0
                     Orchard                 2699.0
                     Haw Par Villa           2750.0
                     Dhoby Ghaut NSEW        2775.0
                     Tanjong Pagar           2820.0
                     Kovan                   2834.0
                     Outram Park NEL         2854.0
                     Raffles Place           2879.0
                     Outram Park NSEW        2899.5
                     MacPherson CCL          2932.0
                     Paya Lebar CCL          2976.0
                     Chinatown NEL           2987.0
                     Dhoby Ghaut NEL         3006.0
                     Pasir Panjang           3024.0
                     Labrador Park           3053.0
                     City Hall               3137.0
                     Potong Pasir            3176.5
                     Esplanade               3183.0
                     HarbourFront NEL        3261.0
                     Kallang                 3269.0
                     Clarke Quay             3276.0
                     Boon Keng               3278.0
                     Marina Bay              3304.0
                     Lavender                3314.0
                     Promenade               3333.0
                     Bras Basah              3336.0
                     Bugis NSEW              3381.0
                     Farrer Park             3415.5
                     Punggol                 3519.0
                     Paya Lebar NSEW         3525.0
                     Little India NEL        3567.0
                     Aljunied                3702.0
                     HarbourFront CCL        3756.0
                     Bugis DTL               3799.5
                     Nibong                  4018.0
                     Eunos                   4033.0
                     Bedok                   4133.5
                     Hougang                 4270.0
                     Tanah Merah             4370.0
                     Tampines NSEW           4654.0
                     Damai                   5072.0
                     Pasir Ris               5346.0
                     Changi Airport          5389.0
Kupang               Farmway                  250.0
                     Fernvale                 445.0
                     Tongkang                 566.0
                     Sengkang                 603.0
                     Renjong                  692.0
                     Kangkar                  952.0
                     Compassvale              980.5
                     Hougang                 1061.5
                     Punggol                 1148.0
                     Coral Edge              1321.0
                     Kovan                   1344.0
                     Serangoon NEL           1406.5
                     Woodleigh               1456.5
                     Potong Pasir            1517.5
                     Boon Keng               1581.0
                     Serangoon CCL           1753.0
                     Tai Seng                1870.0
                     Farrer Park             1956.0
                     MacPherson CCL          2063.0
                     Bishan CCL              2190.0
                     Braddell                2239.0
                     Dhoby Ghaut NEL         2242.0
                     Dhoby Ghaut NSEW        2300.0
                     HarbourFront NEL        2389.0
                     Little India NEL        2411.0
                     Chinatown NEL           2419.0
                     Telok Ayer              2435.0
                     Orchard                 2469.0
                     Raffles Place           2518.5
                     Clarke Quay             2626.0
                     Paya Lebar NSEW         2630.0
                     Bugis DTL               2668.0
                     Bayfront DTL            2677.0
                     Newton DTL              2679.0
                     Tanjong Pagar           2693.5
                     HarbourFront CCL        2700.0
                     Bugis NSEW              2755.0
                     Ang Mo Kio              2757.0
                     Paya Lebar CCL          2795.5
                     Lavender                2804.0
                     Novena                  2812.5
                     Promenade               2819.5
                     Dakota                  2938.0
                     Tanah Merah             2996.0
                     City Hall               3027.0
                     Bedok                   3031.0
                     Tiong Bahru             3173.0
                     Dover                   3208.0
                     Pasir Panjang           3484.0
                     Simei                   3622.0
                     Jurong East             3685.0
Labrador Park        Telok Blangah            284.0
                     Pasir Panjang            327.0
                     HarbourFront CCL         488.0
                     Labrador Park            548.0
                     Kent Ridge               600.0
                     one-north                747.0
                     Buona Vista CCL          755.0
                     Haw Par Villa            852.0
                     Clarke Quay             1123.0
                     Raffles Place           1330.0
                     Downtown                1484.0
                     Boon Keng               1492.0
                     Promenade               1572.0
                     City Hall               1698.0
                     Bayfront DTL            1729.0
                     Bayfront CCL            1755.0
                     Newton DTL              1825.0
                     Aljunied                1997.0
                     Pioneer                 2302.0
                     Toa Payoh               2365.0
                     Kovan                   2374.5
                     Joo Koon                2510.0
                     Hougang                 2686.0
                     Meridian                3002.0
                     Changi Airport          3596.0
                     Holland Village         4182.0
Lakeside             Boon Lay                 346.0
                     Chinese Garden           360.0
                     Pioneer                  480.0
                     Jurong East              493.0
                     Joo Koon                 649.0
                     Clementi                 798.5
                     Bukit Batok              874.5
                     Bukit Gombak            1000.0
                     Dover                   1034.0
                     Buona Vista NSEW        1128.0
                     Buona Vista CCL         1223.0
                     Commonwealth            1239.0
                     Choa Chu Kang           1295.0
                     Queenstown              1345.0
                     Keat Hong               1351.5
                     Yew Tee                 1359.5
                     one-north               1460.0
                     Holland Village         1478.0
                     Redhill                 1538.5
                     Farrer Road             1627.0
                     Tiong Bahru             1678.0
                     Kent Ridge              1690.0
                     Marsiling               1763.0
                     Kranji                  1774.5
                     Haw Par Villa           1807.0
                     Teck Whye               1840.0
                     Botanic Gardens CCL     1858.0
                     Outram Park NSEW        1864.5
                     Pasir Panjang           1870.5
                     Tanjong Pagar           1961.0
                     Outram Park NEL         1965.5
                     Woodlands               1999.0
                     Caldecott               2055.0
                     Raffles Place           2070.5
                     Labrador Park           2156.0
                     Sixth Avenue            2182.0
                     Lakeside                2193.0
                     Telok Blangah           2219.0
                     Marymount               2222.0
                     King Albert Park        2229.0
                     City Hall               2236.0
                     Admiralty               2239.5
                     Little India DTL        2242.0
                     Chinatown NEL           2267.0
                     Chinatown DTL           2288.0
                     Clarke Quay             2338.5
                     Sembawang               2346.0
                     Bugis NSEW              2360.0
                     HarbourFront NEL        2371.0
                     Dhoby Ghaut NSEW        2412.0
                     Bugis DTL               2432.0
                     Newton DTL              2439.0
                     Bishan CCL              2442.0
                     HarbourFront CCL        2447.5
                     Bishan NSEW             2467.0
                     Dhoby Ghaut NEL         2518.5
                     Lavender                2525.0
                     Lorong Chuan            2528.5
                     Little India NEL        2538.5
                     Marina South Pier       2550.0
                     Somerset                2590.0
                     Marina Bay              2610.0
                     Serangoon CCL           2615.0
                     Yishun                  2618.0
                     Downtown                2619.0
                     Kallang                 2638.5
                     Rochor                  2641.0
                     Farrer Park             2696.5
                     Orchard                 2711.0
                     Aljunied                2749.0
                     Bayfront CCL            2750.0
                     Bras Basah              2755.5
                     Newton NSEW             2836.0
                     Paya Lebar NSEW         2838.0
                     Braddell                2866.0
                     Promenade               2907.0
                     Paya Lebar CCL          2910.0
                     Boon Keng               2934.0
                     Novena                  2949.0
                     Eunos                   2952.5
                     Ang Mo Kio              2953.0
                     Yio Chu Kang            2957.0
                     Bayfront DTL            2968.0
                     Potong Pasir            2981.0
                     Telok Ayer              3011.0
                     Serangoon NEL           3030.0
                     Toa Payoh               3046.5
                     Tai Seng                3084.0
                     Kovan                   3110.0
                     MacPherson CCL          3143.5
                     Kembangan               3182.0
                     Dakota                  3293.0
                     Bedok                   3331.0
                     Tanah Merah             3419.0
                     Hougang                 3445.0
                     Mountbatten             3472.0
                     Buangkok                3556.0
                     Bartley                 3568.0
                     Stadium                 3705.5
                     Simei                   3728.0
                     Kangkar                 3785.0
                     Tampines NSEW           3863.5
                     Expo NSEW               3924.0
                     Pasir Ris               3956.0
                     Punggol                 3972.5
                     Renjong                 3977.0
                     Changi Airport          4264.5
                     Oasis                   4265.0
                     Rumbia                  4342.0
Lavender             Kallang                  297.0
                     Bugis NSEW               319.5
                     Aljunied                 434.0
                     City Hall                434.0
                     Raffles Place            552.0
                     Dhoby Ghaut NSEW         553.0
                     South View               563.0
                     Paya Lebar NSEW          569.5
                     Rochor                   595.0
                     Paya Lebar CCL           596.5
                     Tanjong Pagar            631.0
                     Eunos                    653.0
                     Somerset                 704.0
                     Lavender                 759.0
                     Outram Park NSEW         791.0
                     Dhoby Ghaut NEL          810.0
                     Promenade                828.0
                     Kembangan                840.5
                     Orchard                  841.0
                     MacPherson CCL           844.0
                     Downtown                 871.5
                     Bras Basah               875.0
                     Outram Park NEL          904.0
                     Tiong Bahru              916.5
                     Newton NSEW              917.5
                     Little India DTL         931.5
                     Telok Ayer               990.0
                     Dakota                   997.0
                     Stadium                 1009.0
                     Newton DTL              1030.0
                     Novena                  1050.0
                     Redhill                 1065.0
                     Bedok                   1067.5
                     Bayfront DTL            1129.0
                     Bayfront CCL            1135.5
                     Marina Bay              1138.0
                     Little India NEL        1182.5
                     Potong Pasir            1189.0
                     Farrer Park             1221.5
                     Tai Seng                1225.0
                     Chinatown DTL           1230.0
                     Commonwealth            1277.0
                     Tanah Merah             1289.0
                     Toa Payoh               1293.5
                     Queenstown              1299.5
                     Chinatown NEL           1316.0
                     Simei                   1375.0
                     Braddell                1381.0
                     Serangoon CCL           1429.0
                     King Albert Park        1448.0
                     Buona Vista NSEW        1449.5
                     HarbourFront NEL        1450.0
                     HarbourFront CCL        1453.0
                     Clarke Quay             1459.0
                     Bishan CCL              1547.0
                     Buona Vista CCL         1560.0
                     Beauty World            1560.0
                     Tampines NSEW           1582.0
                     Tan Kah Kee             1616.5
                     Dover                   1638.5
                     Yio Chu Kang            1727.0
                     Clementi                1738.0
                     Pasir Ris               1758.5
                     Boon Keng               1759.0
                     Expo NSEW               1760.5
                     one-north               1761.5
                     Ang Mo Kio              1767.0
                     Serangoon NEL           1783.0
                     Marymount               1784.0
                     Kovan                   1791.0
                     Changi Airport          1878.0
                     Botanic Gardens CCL     2025.0
                     Haw Par Villa           2065.0
                     Kent Ridge              2066.0
                     Jurong East             2089.0
                     Bukit Panjang DTL       2169.0
                     Chinese Garden          2182.0
                     Buangkok                2210.0
                     Khatib                  2260.0
                     Lakeside                2281.0
                     Hougang                 2330.5
                     Punggol                 2383.0
                     Bukit Batok             2428.5
                     Boon Lay                2478.5
                     Sembawang               2482.0
                     Bukit Gombak            2482.0
                     Yishun                  2522.0
                     Pioneer                 2627.0
                     Admiralty               2627.0
                     Bakau                   2656.0
                     Yew Tee                 2793.0
                     Choa Chu Kang           2846.0
                     Joo Koon                2971.0
                     Woodlands               3000.5
                     Kranji                  3219.0
                     Marsiling               3231.0
                     Fernvale                3323.0
                     Bugis DTL               7961.0
Layar                Tongkang                 288.5
                     Renjong                  686.0
                     Compassvale              738.0
                     Sengkang                 746.0
                     Farmway                  834.0
                     Rumbia                   948.0
                     Punggol                  992.0
                     Kangkar                 1076.0
                     Hougang                 1179.0
                     Kovan                   1362.0
                     Lorong Chuan            1443.0
                     Serangoon NEL           1478.0
                     Tai Seng                1487.0
                     Potong Pasir            1672.0
                     Farrer Park             1791.0
                     Boon Keng               1829.5
                     Little India NEL        2051.5
                     Paya Lebar NSEW         2199.0
                     Bishan CCL              2201.0
                     Clarke Quay             2235.0
                     Rochor                  2260.0
                     Dhoby Ghaut NEL         2270.0
                     Dakota                  2289.0
                     MacPherson CCL          2328.0
                     Chinatown NEL           2476.0
                     Paya Lebar CCL          2492.0
                     Outram Park NEL         2503.0
                     Orchard                 2536.0
                     HarbourFront NEL        2539.0
                     Bugis NSEW              2565.0
                     Somerset                2605.0
                     Telok Ayer              2638.5
                     Downtown                2644.5
                     Tiong Bahru             2669.0
                     Bugis DTL               2672.5
                     Bedok                   2758.5
                     Beauty World            2807.0
                     Expo NSEW               2892.0
